,date,store_nbr,family,sales,onpromotion,transactions,dcoilwtico,type,locale_name,transferred
1081625,2014-08-22,52.0,DAIRY,0.0,0.0,0.0,93.61,Not Holiday,Ecuador,False
851960,2014-04-20,4.0,MAGAZINES,0.0,0.0,1745.0,104.35,Not Holiday,Ecuador,False
628812,2013-12-15,46.0,"LIQUOR,WINE,BEER",0.0,0.0,5571.0,97.18,Not Holiday,Ecuador,False
269092,2013-05-30,54.0,BEAUTY,0.0,0.0,941.0,93.57,Not Holiday,Ecuador,False
1022311,2014-07-20,36.0,POULTRY,105.607,1.0,1117.0,105.34,Not Holiday,Ecuador,False
1321669,2015-01-03,36.0,DELI,401.235,3.0,1488.0,50.05,Not Holiday,Ecuador,False
1874363,2015-11-06,44.0,LADIESWEAR,30.0,0.0,4125.0,44.32,Holiday,Santo Domingo de los Tsachilas,False
2529525,2016-10-30,25.0,SCHOOL AND OFFICE SUPPLIES,3.0,0.0,1171.0,46.83,Not Holiday,Ecuador,False
512174,2013-10-11,22.0,CELEBRATION,0.0,0.0,0.0,102.17,Transfer,Ecuador,False
2974961,2017-07-03,12.0,HOME AND KITCHEN II,30.0,0.0,1303.0,45.11,Holiday,El Carmen,False
907070,2014-05-20,54.0,MAGAZINES,0.0,0.0,775.0,102.8,Not Holiday,Ecuador,False
2538315,2016-11-04,22.0,EGGS,66.0,5.0,779.0,44.07,Bridge,Ecuador,False
743085,2014-02-17,53.0,HOME AND KITCHEN I,0.0,0.0,0.0,102.54,Not Holiday,Ecuador,False
2579141,2016-11-26,17.0,HOME AND KITCHEN I,52.0,8.0,1556.0,45.66,Not Holiday,Ecuador,False
1496156,2015-04-11,31.0,PERSONAL CARE,257.0,0.0,1436.0,51.95,Not Holiday,Ecuador,False
2463550,2016-09-23,24.0,MAGAZINES,10.0,0.0,2236.0,44.36,Not Holiday,Ecuador,False
126472,2013-03-12,52.0,DAIRY,0.0,0.0,0.0,92.44,Not Holiday,Ecuador,False
1408862,2015-02-21,32.0,HOME AND KITCHEN II,7.0,0.0,685.0,49.56,Not Holiday,Ecuador,False
703114,2014-01-26,30.0,CLEANING,507.0,0.0,664.0,95.82,Not Holiday,Ecuador,False
2763517,2017-03-09,42.0,LADIESWEAR,17.0,0.0,975.0,48.75,Not Holiday,Ecuador,False
1143632,2014-09-26,41.0,DAIRY,313.0,1.0,901.0,95.55,Not Holiday,Ecuador,False
1974047,2016-01-01,41.0,DELI,0.0,0.0,0.0,36.81,Holiday,Ecuador,False
940248,2014-06-08,34.0,BEVERAGES,1688.0,0.0,2394.0,105.09,Not Holiday,Ecuador,False
1154421,2014-10-02,44.0,CELEBRATION,21.0,0.0,4115.0,91.02,Not Holiday,Ecuador,False
1584436,2015-05-31,6.0,PRODUCE,17.0,0.0,2302.0,60.24,Not Holiday,Ecuador,False
2949578,2017-06-21,10.0,PET SUPPLIES,0.0,0.0,781.0,42.48,Not Holiday,Ecuador,False
57806,2013-02-02,23.0,HOME AND KITCHEN I,0.0,0.0,1186.0,96.21,Not Holiday,Ecuador,False
2292206,2016-06-23,16.0,HOME AND KITCHEN I,17.0,0.0,670.0,49.34,Holiday,Guaranda,False
2866065,2017-05-05,18.0,BEVERAGES,1949.0,15.0,1101.0,46.23,Not Holiday,Ecuador,False
779988,2014-03-10,37.0,MEATS,218.453,0.0,1575.0,101.39,Not Holiday,Ecuador,False
704873,2014-01-27,29.0,HOME APPLIANCES,0.0,0.0,0.0,95.82,Not Holiday,Ecuador,False
204118,2013-04-25,29.0,BREAD/BAKERY,0.0,0.0,0.0,93.27,Not Holiday,Ecuador,False
1634178,2015-06-26,2.0,DAIRY,963.0,4.0,2007.0,59.41,Not Holiday,Ecuador,False
1125206,2014-09-16,22.0,PREPARED FOODS,0.0,0.0,0.0,94.91,Not Holiday,Ecuador,False
1318687,2015-01-01,53.0,PRODUCE,0.0,0.0,0.0,52.72,Holiday,Ecuador,False
171040,2013-04-06,52.0,PET SUPPLIES,0.0,0.0,0.0,93.36,Not Holiday,Ecuador,False
503170,2013-10-06,19.0,FROZEN FOODS,24.0,0.0,1302.0,103.07,Not Holiday,Ecuador,False
2320989,2016-07-06,24.0,"LIQUOR,WINE,BEER",105.0,0.0,2363.0,47.37,Not Holiday,Ecuador,False
1754182,2015-08-31,20.0,MEATS,276.957,0.0,1451.0,49.2,Not Holiday,Ecuador,False
843213,2014-04-15,9.0,LINGERIE,21.0,0.0,2183.0,103.7,Not Holiday,Ecuador,False
2902198,2017-05-25,33.0,BABY CARE,0.0,0.0,743.0,48.57,Not Holiday,Ecuador,False
1004150,2014-07-10,26.0,HOME APPLIANCES,0.0,0.0,543.0,103.61,Not Holiday,Ecuador,False
1595505,2015-06-06,18.0,FROZEN FOODS,47.0,0.0,1362.0,58.15,Not Holiday,Ecuador,False
2873833,2017-05-09,37.0,HOME AND KITCHEN II,26.0,5.0,1451.0,45.84,Not Holiday,Ecuador,False
2503506,2016-10-15,47.0,HOME AND KITCHEN II,81.0,1.0,4376.0,49.97,Not Holiday,Ecuador,False
1382552,2015-02-06,45.0,CLEANING,2428.0,6.0,3577.0,51.66,Not Holiday,Ecuador,False
1823282,2015-10-09,8.0,"LIQUOR,WINE,BEER",300.0,3.0,2574.0,49.67,Holiday,Ecuador,False
2862562,2017-05-03,19.0,SCHOOL AND OFFICE SUPPLIES,0.0,0.0,1174.0,47.79,Not Holiday,Ecuador,False
2930096,2017-06-10,14.0,HARDWARE,0.0,0.0,1509.0,46.1,Not Holiday,Ecuador,False
1243435,2014-11-21,41.0,LADIESWEAR,12.0,0.0,881.0,76.52,Not Holiday,Ecuador,False
1508550,2015-04-18,29.0,FROZEN FOODS,127.0,1.0,1399.0,56.37,Not Holiday,Ecuador,False
2546122,2016-11-08,42.0,PREPARED FOODS,65.118,0.0,933.0,44.96,Not Holiday,Ecuador,False
1961659,2015-12-24,43.0,PRODUCE,1502.289,0.0,1991.0,37.62,Additional,Ecuador,False
2946180,2017-06-19,15.0,PLAYERS AND ELECTRONICS,5.0,0.0,1385.0,44.24,Not Holiday,Ecuador,False
2833883,2017-04-17,14.0,PREPARED FOODS,97.0,0.0,1501.0,52.62,Not Holiday,Ecuador,False
1050619,2014-08-05,30.0,"LIQUOR,WINE,BEER",13.0,0.0,765.0,97.34,Holiday,Esmeraldas,False
1328705,2015-01-07,33.0,HOME AND KITCHEN II,14.0,0.0,1032.0,48.69,Not Holiday,Ecuador,False
726254,2014-02-08,29.0,HARDWARE,0.0,0.0,0.0,100.12,Not Holiday,Ecuador,False
2810636,2017-04-05,12.0,HARDWARE,0.0,0.0,1171.0,51.14,Not Holiday,Ecuador,False
1652647,2015-07-05,21.0,PRODUCE,0.0,0.0,0.0,52.48,Not Holiday,Ecuador,False
2429852,2016-09-04,29.0,HOME CARE,504.0,8.0,1477.0,44.85,Not Holiday,Ecuador,False
2668454,2017-01-15,23.0,PREPARED FOODS,40.333,1.0,930.0,52.45,Not Holiday,Ecuador,False
2601298,2016-12-08,40.0,PREPARED FOODS,46.0,0.0,1298.0,50.84,Holiday,Loja,False
2308025,2016-06-30,9.0,PLAYERS AND ELECTRONICS,14.0,0.0,1824.0,48.27,Not Holiday,Ecuador,False
1641440,2015-06-30,6.0,EGGS,166.0,1.0,1679.0,59.48,Not Holiday,Ecuador,False
2937455,2017-06-14,21.0,HARDWARE,2.0,0.0,887.0,44.79,Not Holiday,Ecuador,False
258480,2013-05-25,2.0,HOME AND KITCHEN II,0.0,0.0,1840.0,94.65,Not Holiday,Ecuador,False
557593,2013-11-05,48.0,HOME APPLIANCES,1.0,0.0,2492.0,93.4,Not Holiday,Ecuador,False
1912730,2015-11-28,19.0,CLEANING,1235.0,0.0,1635.0,40.43,Not Holiday,Ecuador,False
2657402,2017-01-09,12.0,SEAFOOD,12.0,0.0,1154.0,51.95,Not Holiday,Ecuador,False
351222,2013-07-13,4.0,POULTRY,388.234,0.0,1717.0,106.2,Not Holiday,Ecuador,False
2881445,2017-05-13,52.0,BREAD/BAKERY,967.976,5.0,3641.0,48.86,Additional,Ecuador,False
1161608,2014-10-06,45.0,SEAFOOD,121.97,0.0,3385.0,90.33,Not Holiday,Ecuador,False
1611914,2015-06-15,29.0,LADIESWEAR,0.0,0.0,925.0,59.53,Not Holiday,Ecuador,False
209273,2013-04-28,23.0,GROCERY I,2389.0,0.0,1285.0,94.09,Not Holiday,Ecuador,False
3042191,2017-08-09,9.0,DAIRY,687.0,148.0,2003.0,49.59,Not Holiday,Ecuador,False
323051,2013-06-28,15.0,CELEBRATION,0.0,0.0,1379.0,96.36,Not Holiday,Ecuador,False
48906,2013-01-28,23.0,PERSONAL CARE,92.0,0.0,1135.0,95.95,Not Holiday,Ecuador,False
1580041,2015-05-28,35.0,MEATS,191.709,18.0,606.0,57.69,Not Holiday,Ecuador,False
1892692,2015-11-17,6.0,AUTOMOTIVE,5.0,0.0,1534.0,40.73,Not Holiday,Ecuador,False
2815038,2017-04-07,37.0,PLAYERS AND ELECTRONICS,11.0,0.0,1558.0,52.25,Not Holiday,Ecuador,False
2275958,2016-06-14,10.0,BEVERAGES,1106.0,7.0,910.0,48.49,Not Holiday,Ecuador,False
2043811,2016-02-09,49.0,FROZEN FOODS,429.698,4.0,2891.0,27.96,Holiday,Ecuador,False
2035745,2016-02-05,20.0,PRODUCE,492.136,0.0,1182.0,30.86,Not Holiday,Ecuador,False
270143,2013-05-31,31.0,PRODUCE,0.0,0.0,1143.0,91.93,Not Holiday,Ecuador,False
651953,2013-12-28,45.0,PREPARED FOODS,332.575,0.0,4862.0,98.9,Not Holiday,Ecuador,False
85433,2013-02-17,50.0,LINGERIE,11.0,0.0,2853.0,96.69,Not Holiday,Ecuador,False
50753,2013-01-29,25.0,MEATS,143.668,0.0,664.0,97.62,Not Holiday,Ecuador,False
1872347,2015-11-05,37.0,HOME AND KITCHEN II,40.0,1.0,1382.0,45.27,Not Holiday,Ecuador,False
28332,2013-01-16,48.0,EGGS,93.0,0.0,2343.0,94.28,Not Holiday,Ecuador,False
602010,2013-11-30,44.0,HOME AND KITCHEN II,0.0,0.0,5181.0,93.61,Not Holiday,Ecuador,False
1121158,2014-09-14,8.0,CLEANING,1630.0,2.0,2854.0,92.86,Not Holiday,Ecuador,False
1267355,2014-12-05,10.0,HARDWARE,1.0,0.0,967.0,65.89,Additional,Quito,False
2517919,2016-10-23,52.0,DAIRY,0.0,0.0,0.0,50.18,Not Holiday,Ecuador,False
1286060,2014-12-15,37.0,DAIRY,1019.0,1.0,1825.0,55.96,Not Holiday,Ecuador,False
861055,2014-04-25,10.0,EGGS,15.0,0.0,830.0,100.85,Not Holiday,Ecuador,False
495143,2013-10-01,46.0,BEVERAGES,2136.0,0.0,3440.0,102.09,Not Holiday,Ecuador,False
479056,2013-09-22,44.0,LAWN AND GARDEN,16.0,0.0,4657.0,103.62,Not Holiday,Ecuador,False
2679635,2017-01-21,38.0,MAGAZINES,30.0,0.0,2074.0,52.77,Not Holiday,Ecuador,False
1073600,2014-08-18,25.0,BEAUTY,3.0,0.0,818.0,96.44,Not Holiday,Ecuador,False
2665238,2017-01-13,34.0,HARDWARE,2.0,0.0,2211.0,52.36,Not Holiday,Ecuador,False
549939,2013-11-01,32.0,LADIESWEAR,0.0,0.0,706.0,94.56,Not Holiday,Ecuador,False
1054377,2014-08-07,36.0,HOME CARE,0.0,0.0,1003.0,97.34,Not Holiday,Ecuador,False
1331812,2015-01-09,19.0,LINGERIE,2.0,0.0,1078.0,48.35,Not Holiday,Ecuador,False
2975513,2017-07-03,20.0,POULTRY,350.871,1.0,1567.0,45.11,Holiday,El Carmen,False
2934786,2017-06-12,48.0,HOME CARE,408.0,11.0,2393.0,46.1,Not Holiday,Ecuador,False
2699050,2017-02-01,33.0,BABY CARE,0.0,0.0,917.0,53.9,Not Holiday,Ecuador,False
2247129,2016-05-28,54.0,HOME AND KITCHEN II,11.0,5.0,890.0,49.1,Not Holiday,Ecuador,False
969939,2014-06-25,4.0,MAGAZINES,0.0,0.0,1593.0,107.04,Holiday,Machala,False
1243288,2014-11-21,37.0,BOOKS,0.0,0.0,1660.0,76.52,Not Holiday,Ecuador,False
2601115,2016-12-08,35.0,FROZEN FOODS,43.0,1.0,641.0,50.84,Holiday,Loja,False
226163,2013-05-07,49.0,CELEBRATION,0.0,0.0,1663.0,95.28,Not Holiday,Ecuador,False
986387,2014-07-01,28.0,DAIRY,831.0,1.0,1209.0,106.06,Event,Ecuador,False
1439565,2015-03-10,44.0,PREPARED FOODS,404.91,0.0,4499.0,48.42,Not Holiday,Ecuador,False
2628333,2016-12-22,52.0,HOME CARE,0.0,0.0,0.0,51.98,Holiday,Salinas,False
2951691,2017-06-22,20.0,PLAYERS AND ELECTRONICS,1.0,0.0,1363.0,42.53,Not Holiday,Ecuador,False
2687087,2017-01-25,48.0,HOME APPLIANCES,0.0,0.0,2201.0,52.14,Not Holiday,Ecuador,False
202491,2013-04-24,33.0,POULTRY,82.742004,0.0,1032.0,91.07,Not Holiday,Ecuador,False
380646,2013-07-29,32.0,HOME AND KITCHEN II,0.0,0.0,636.0,104.61,Not Holiday,Ecuador,False
1941266,2015-12-14,19.0,SCHOOL AND OFFICE SUPPLIES,0.0,0.0,1306.0,36.31,Not Holiday,Ecuador,False
485493,2013-09-26,23.0,"LIQUOR,WINE,BEER",47.0,0.0,1135.0,103.1,Not Holiday,Ecuador,False
1038616,2014-07-29,44.0,SCHOOL AND OFFICE SUPPLIES,5.0,0.0,3758.0,104.91,Not Holiday,Ecuador,False
332663,2013-07-03,18.0,MEATS,93.804,0.0,1382.0,101.92,Holiday,El Carmen,False
2029646,2016-02-01,52.0,BEVERAGES,0.0,0.0,0.0,31.62,Not Holiday,Ecuador,False
1314762,2014-12-30,42.0,SEAFOOD,0.0,0.0,0.0,54.14,Not Holiday,Ecuador,False
2387334,2016-08-11,37.0,BOOKS,0.0,0.0,1436.0,43.51,Not Holiday,Ecuador,False
472358,2013-09-19,3.0,LINGERIE,28.0,0.0,2629.0,106.26,Not Holiday,Ecuador,False
1547664,2015-05-10,26.0,LAWN AND GARDEN,4.0,0.0,773.0,59.23,Event,Ecuador,False
109428,2013-03-03,21.0,PERSONAL CARE,0.0,0.0,0.0,90.13,Not Holiday,Ecuador,False
2244615,2016-05-27,32.0,EGGS,146.0,1.0,650.0,49.36,Transfer,Ecuador,False
1987122,2016-01-09,5.0,HOME AND KITCHEN II,15.0,0.0,1350.0,31.42,Not Holiday,Ecuador,False
1023677,2014-07-21,24.0,DAIRY,0.0,0.0,0.0,105.34,Not Holiday,Ecuador,False
170265,2013-04-06,29.0,EGGS,0.0,0.0,0.0,93.36,Not Holiday,Ecuador,False
1795496,2015-09-23,30.0,"LIQUOR,WINE,BEER",59.0,1.0,672.0,44.53,Not Holiday,Ecuador,False
2230917,2016-05-19,49.0,CLEANING,1317.0,9.0,2388.0,48.16,Not Holiday,Ecuador,False
1751442,2015-08-29,45.0,MAGAZINES,2.0,0.0,4197.0,49.2,Not Holiday,Ecuador,False
1617664,2015-06-18,41.0,PLAYERS AND ELECTRONICS,4.0,0.0,898.0,60.41,Not Holiday,Ecuador,False
2100328,2016-03-12,33.0,SEAFOOD,2.0,1.0,1049.0,37.2,Not Holiday,Ecuador,False
1257291,2014-11-29,29.0,HOME AND KITCHEN I,0.0,0.0,0.0,68.98,Not Holiday,Ecuador,False
2800722,2017-03-30,36.0,AUTOMOTIVE,5.0,0.0,1073.0,50.3,Not Holiday,Ecuador,False
712239,2014-01-31,36.0,MEATS,93.22,0.0,997.0,97.55,Not Holiday,Ecuador,False
232533,2013-05-11,26.0,CLEANING,598.0,0.0,1275.0,94.76,Additional,Ecuador,False
2349173,2016-07-22,14.0,MEATS,145.01799,1.0,1082.0,43.41,Not Holiday,Ecuador,False
2556012,2016-11-13,18.0,LADIESWEAR,0.0,0.0,0.0,43.29,Not Holiday,Ecuador,False
104913,2013-02-28,46.0,SCHOOL AND OFFICE SUPPLIES,0.0,0.0,2908.0,92.03,Not Holiday,Ecuador,False
1502809,2015-04-15,17.0,GROCERY I,2733.0,1.0,1208.0,56.25,Not Holiday,Ecuador,False
2878946,2017-05-12,30.0,HARDWARE,0.0,0.0,743.0,47.83,Holiday,Puyo,False
75827,2013-02-12,29.0,HOME CARE,0.0,0.0,0.0,97.48,Holiday,Ecuador,False
594171,2013-11-26,22.0,SCHOOL AND OFFICE SUPPLIES,0.0,0.0,0.0,93.41,Not Holiday,Ecuador,False
56419,2013-02-01,35.0,HARDWARE,1.0,0.0,757.0,97.46,Not Holiday,Ecuador,False
938001,2014-06-07,20.0,AUTOMOTIVE,0.0,0.0,0.0,105.09,Not Holiday,Ecuador,False
2397305,2016-08-17,15.0,DELI,249.0,7.0,1342.0,46.81,Not Holiday,Ecuador,False
1158688,2014-10-05,11.0,HOME AND KITCHEN II,19.0,0.0,3237.0,90.33,Not Holiday,Ecuador,False
2788741,2017-03-23,50.0,SCHOOL AND OFFICE SUPPLIES,2.0,0.0,2153.0,47.0,Not Holiday,Ecuador,False
1421012,2015-02-28,22.0,"LIQUOR,WINE,BEER",0.0,0.0,0.0,49.59,Not Holiday,Ecuador,False
260271,2013-05-26,2.0,PERSONAL CARE,192.0,0.0,1656.0,94.65,Not Holiday,Ecuador,False
1027354,2014-07-23,27.0,"LIQUOR,WINE,BEER",70.0,0.0,1324.0,103.81,Holiday,Cayambe,False
935442,2014-06-05,50.0,HOME AND KITCHEN I,0.0,0.0,2276.0,103.17,Not Holiday,Ecuador,False
1145581,2014-09-27,46.0,EGGS,284.0,1.0,4369.0,94.53,Not Holiday,Ecuador,False
1461338,2015-03-23,2.0,"LIQUOR,WINE,BEER",34.0,0.0,1874.0,47.4,Not Holiday,Ecuador,False
882104,2014-05-06,54.0,BREAD/BAKERY,166.0,0.0,819.0,99.81,Not Holiday,Ecuador,False
909843,2014-05-22,30.0,MEATS,83.821,15.0,730.0,104.03,Not Holiday,Ecuador,False
1716349,2015-08-10,8.0,DELI,317.542,0.0,2441.0,44.94,Holiday,Ecuador,False
1453793,2015-03-18,44.0,BABY CARE,0.0,0.0,4037.0,44.63,Not Holiday,Ecuador,False
1041525,2014-07-31,25.0,BEVERAGES,1289.0,0.0,712.0,98.23,Not Holiday,Ecuador,False
1838709,2015-10-17,44.0,BREAD/BAKERY,1846.652,1.0,5143.0,45.91,Not Holiday,Ecuador,False
1136713,2014-09-22,47.0,LADIESWEAR,23.0,0.0,3367.0,91.46,Not Holiday,Ecuador,False
2218537,2016-05-12,53.0,HOME APPLIANCES,1.0,1.0,1342.0,46.64,Event,Ecuador,False
994083,2014-07-04,45.0,HOME AND KITCHEN I,21.0,0.0,3684.0,104.19,Event,Ecuador,False
2258865,2016-06-04,32.0,BOOKS,0.0,0.0,661.0,49.71,Not Holiday,Ecuador,False
2066212,2016-02-22,26.0,BREAD/BAKERY,171.0,1.0,455.0,31.37,Not Holiday,Ecuador,False
2077910,2016-02-29,2.0,LINGERIE,8.0,0.0,1791.0,32.74,Not Holiday,Ecuador,False
2290759,2016-06-22,26.0,LAWN AND GARDEN,0.0,0.0,469.0,49.16,Not Holiday,Ecuador,False
2540536,2016-11-05,35.0,LAWN AND GARDEN,0.0,0.0,898.0,44.88,Not Holiday,Ecuador,False
262395,2013-05-27,13.0,BOOKS,0.0,0.0,883.0,94.65,Not Holiday,Ecuador,False
2605133,2016-12-10,49.0,BEVERAGES,10041.0,70.0,4011.0,52.74,Not Holiday,Ecuador,False
2962399,2017-06-26,21.0,EGGS,461.0,20.0,990.0,43.24,Not Holiday,Ecuador,False
865610,2014-04-27,40.0,FROZEN FOODS,52.0,0.0,1082.0,101.13,Not Holiday,Ecuador,False
550081,2013-11-01,36.0,PREPARED FOODS,37.012,0.0,995.0,94.56,Not Holiday,Ecuador,False
789560,2014-03-16,3.0,PET SUPPLIES,24.0,0.0,3650.0,98.43,Not Holiday,Ecuador,False
2859539,2017-05-01,36.0,FROZEN FOODS,107.931,0.0,1296.0,48.83,Holiday,Ecuador,False
2837677,2017-04-19,21.0,POULTRY,132.449,0.0,902.0,50.49,Not Holiday,Ecuador,False
2702474,2017-02-03,28.0,PET SUPPLIES,6.0,0.0,1062.0,53.81,Not Holiday,Ecuador,False
1321979,2015-01-03,45.0,"LIQUOR,WINE,BEER",328.0,0.0,4767.0,50.05,Not Holiday,Ecuador,False
267431,2013-05-30,3.0,MEATS,619.003,0.0,2818.0,93.57,Not Holiday,Ecuador,False
1012137,2014-07-14,52.0,HOME CARE,0.0,0.0,0.0,101.73,Not Holiday,Ecuador,False
2274728,2016-06-13,26.0,PLAYERS AND ELECTRONICS,0.0,0.0,458.0,48.89,Not Holiday,Ecuador,False
2328904,2016-07-10,48.0,HOME APPLIANCES,1.0,0.0,3630.0,44.73,Not Holiday,Ecuador,False
1760379,2015-09-03,46.0,HOME APPLIANCES,2.0,0.0,3245.0,46.75,Not Holiday,Ecuador,False
1338552,2015-01-13,7.0,PREPARED FOODS,141.496,0.0,1649.0,45.92,Not Holiday,Ecuador,False
573553,2013-11-14,46.0,BREAD/BAKERY,287.70898,0.0,2642.0,93.76,Not Holiday,Ecuador,False
1347026,2015-01-17,48.0,"LIQUOR,WINE,BEER",237.0,0.0,3925.0,46.79,Not Holiday,Ecuador,False
960362,2014-06-19,49.0,LAWN AND GARDEN,6.0,0.0,2222.0,107.08,Not Holiday,Ecuador,False
2259822,2016-06-05,7.0,BOOKS,0.0,0.0,1576.0,49.71,Not Holiday,Ecuador,False
95795,2013-02-23,40.0,LINGERIE,3.0,0.0,1070.0,92.74,Not Holiday,Ecuador,False
798216,2014-03-20,50.0,BEVERAGES,2550.0,0.0,2192.0,99.68,Not Holiday,Ecuador,False
1725516,2015-08-15,16.0,BEAUTY,1.0,0.0,917.0,41.93,Holiday,Riobamba,False
983502,2014-06-29,48.0,PLAYERS AND ELECTRONICS,0.0,0.0,4077.0,106.07,Event,Ecuador,False
2300444,2016-06-25,53.0,GROCERY I,5051.0,47.0,1621.0,45.8,Holiday,Machala,False
2898611,2017-05-23,32.0,FROZEN FOODS,16.0,1.0,586.0,51.12,Not Holiday,Ecuador,False
1857057,2015-10-28,6.0,BREAD/BAKERY,470.39,0.0,1600.0,45.93,Not Holiday,Ecuador,False
1975637,2016-01-02,35.0,HOME AND KITCHEN I,25.0,0.0,1065.0,36.81,Not Holiday,Ecuador,False
1568496,2015-05-22,9.0,PREPARED FOODS,51.516,0.0,1709.0,58.88,Not Holiday,Ecuador,False
1571434,2015-05-23,44.0,PRODUCE,57.0,0.0,4864.0,57.29,Not Holiday,Ecuador,False
2524997,2016-10-27,50.0,MEATS,323.346,0.0,1838.0,49.71,Not Holiday,Ecuador,False
2615970,2016-12-16,53.0,HOME AND KITCHEN II,14.0,4.0,1244.0,51.93,Not Holiday,Ecuador,False
554167,2013-11-03,52.0,MAGAZINES,0.0,0.0,0.0,94.58,Holiday,Ecuador,False
961982,2014-06-20,44.0,MAGAZINES,0.0,0.0,3774.0,107.95,Event,Ecuador,False
930149,2014-06-02,52.0,BEAUTY,0.0,0.0,0.0,103.07,Not Holiday,Ecuador,False
1238707,2014-11-19,6.0,EGGS,161.0,1.0,1617.0,74.55,Not Holiday,Ecuador,False
848679,2014-04-18,13.0,DELI,64.0,0.0,1047.0,104.35,Holiday,Ecuador,False
2490328,2016-10-08,26.0,BREAD/BAKERY,172.0,0.0,417.0,49.76,Not Holiday,Ecuador,False
2475455,2016-09-30,7.0,HOME AND KITCHEN I,21.0,0.0,1946.0,47.72,Not Holiday,Ecuador,False
2093926,2016-03-09,1.0,SEAFOOD,30.986,0.0,1768.0,37.62,Not Holiday,Ecuador,False
2944631,2017-06-18,22.0,PREPARED FOODS,75.0,1.0,823.0,44.24,Not Holiday,Ecuador,False
2115682,2016-03-21,13.0,DAIRY,264.0,0.0,862.0,39.91,Not Holiday,Ecuador,False
247966,2013-05-19,7.0,PREPARED FOODS,139.718,0.0,1572.0,96.29,Not Holiday,Ecuador,False
2555017,2016-11-12,48.0,MAGAZINES,9.0,0.0,3280.0,43.29,Work Day,Ecuador,False
2192329,2016-05-01,34.0,HARDWARE,2.0,0.0,2195.0,44.75,Event,Ecuador,False
2483738,2016-10-04,42.0,HOME AND KITCHEN I,13.0,0.0,967.0,48.67,Not Holiday,Ecuador,False
1372814,2015-02-01,20.0,BOOKS,0.0,0.0,0.0,49.25,Not Holiday,Ecuador,False
505888,2013-10-07,47.0,MAGAZINES,0.0,0.0,3580.0,103.07,Holiday,Quevedo,False
1903377,2015-11-23,5.0,PET SUPPLIES,5.0,0.0,1264.0,39.27,Not Holiday,Ecuador,False
2937495,2017-06-14,22.0,LINGERIE,4.0,0.0,756.0,44.79,Not Holiday,Ecuador,False
1866762,2015-11-02,30.0,DAIRY,195.0,0.0,550.0,46.12,Holiday,Ecuador,False
1181446,2014-10-17,53.0,BOOKS,0.0,0.0,677.0,82.8,Not Holiday,Ecuador,False
1005298,2014-07-11,7.0,EGGS,269.0,27.0,1936.0,101.48,Not Holiday,Ecuador,False
491214,2013-09-29,35.0,BABY CARE,0.0,0.0,681.0,102.36,Not Holiday,Ecuador,False
295839,2013-06-14,54.0,LADIESWEAR,0.0,0.0,643.0,97.83,Not Holiday,Ecuador,False
1942334,2015-12-14,52.0,EGGS,0.0,0.0,0.0,36.31,Not Holiday,Ecuador,False
1714889,2015-08-09,18.0,BABY CARE,0.0,0.0,928.0,44.94,Not Holiday,Ecuador,False
824247,2014-04-04,28.0,PRODUCE,0.0,0.0,942.0,101.16,Not Holiday,Ecuador,False
231101,2013-05-10,36.0,PLAYERS AND ELECTRONICS,0.0,0.0,1744.0,95.81,Not Holiday,Ecuador,False
1975851,2016-01-02,41.0,SCHOOL AND OFFICE SUPPLIES,0.0,0.0,1347.0,36.81,Not Holiday,Ecuador,False
1453680,2015-03-18,40.0,LAWN AND GARDEN,0.0,0.0,1285.0,44.63,Not Holiday,Ecuador,False
2270191,2016-06-10,51.0,FROZEN FOODS,384.599,3.0,1775.0,49.09,Not Holiday,Ecuador,False
217876,2013-05-03,14.0,BEAUTY,3.0,0.0,1347.0,95.25,Not Holiday,Ecuador,False
1936813,2015-12-11,47.0,AUTOMOTIVE,9.0,0.0,4101.0,35.65,Not Holiday,Ecuador,False
2640255,2016-12-30,33.0,GROCERY I,5018.0,118.0,1583.0,53.75,Not Holiday,Ecuador,False
1799580,2015-09-25,46.0,HARDWARE,0.0,0.0,2966.0,45.55,Not Holiday,Ecuador,False
651487,2013-12-28,31.0,PERSONAL CARE,456.0,0.0,1896.0,98.9,Not Holiday,Ecuador,False
2741549,2017-02-25,24.0,PREPARED FOODS,181.507,1.0,2171.0,54.04,Not Holiday,Ecuador,False
2342687,2016-07-18,34.0,CELEBRATION,4.0,0.0,2093.0,45.23,Not Holiday,Ecuador,False
934373,2014-06-05,18.0,BEAUTY,2.0,0.0,1366.0,103.17,Not Holiday,Ecuador,False
86192,2013-02-18,19.0,LINGERIE,0.0,0.0,1213.0,96.69,Not Holiday,Ecuador,False
1435988,2015-03-08,44.0,HOME AND KITCHEN II,80.0,0.0,5213.0,49.95,Not Holiday,Ecuador,False
1388608,2015-02-10,12.0,MEATS,133.674,0.0,1124.0,50.06,Not Holiday,Ecuador,False
1735136,2015-08-20,37.0,LADIESWEAR,25.0,0.0,1477.0,41.0,Not Holiday,Ecuador,False
1503627,2015-04-15,42.0,BREAD/BAKERY,0.0,0.0,0.0,56.25,Not Holiday,Ecuador,False
1591856,2015-06-04,15.0,PERSONAL CARE,215.0,0.0,1437.0,58.0,Not Holiday,Ecuador,False
1102190,2014-09-03,27.0,HARDWARE,5.0,0.0,1331.0,95.5,Not Holiday,Ecuador,False
